2.456563436013129540e+06 1.356279867090775637e+00
2.456563436707573943e+06 1.351318770243640000e+00
2.456563437402018346e+06 1.346414960827621243e+00
2.456563438096462749e+06 1.341569294338677887e+00
2.456563438790907152e+06 1.336779400095266856e+00
2.456563439485351555e+06 1.332046125190417429e+00
2.456563440179795958e+06 1.327367938183874108e+00
2.456563440874240361e+06 1.322743358169311323e+00
2.456563441568684764e+06 1.318173219005979169e+00
2.456563442263129167e+06 1.313655311181908703e+00
2.456563442957573570e+06 1.309190459363980930e+00
2.456563443652017973e+06 1.304776514725142889e+00
2.456563444346462376e+06 1.300414292480746026e+00
2.456563445040906779e+06 1.296102415061587632e+00
2.456563445735351183e+06 1.291839550245874602e+00
2.456563446429795586e+06 1.287626498647714612e+00
2.456563447124239989e+06 1.283461254548565522e+00
2.456563447818684392e+06 1.279344608582521303e+00
2.456563448513128795e+06 1.275274609067959863e+00
2.456563449207573198e+06 1.271252036489610049e+00
2.456563449902017601e+06 1.267275648653604980e+00
2.456563450596462004e+06 1.263344244266144445e+00
2.456563451290906407e+06 1.259458588316497929e+00
2.456563451985350810e+06 1.255616856899976375e+00
2.456563452679795213e+06 1.251819804521682178e+00
2.456563453374239616e+06 1.248065655655470341e+00
2.456563454068684019e+06 1.244355154219486614e+00
2.456563454763128422e+06 1.240687177802033636e+00
2.456563455457572825e+06 1.237060641060092392e+00
2.456563456152017228e+06 1.233476271872853802e+00
2.456563456846461631e+06 1.229932409409548733e+00
2.456563457540906034e+06 1.226429770770853800e+00
2.456563458235350437e+06 1.222966738664885478e+00
2.456563458929794841e+06 1.219544019360106368e+00
2.456563459624239244e+06 1.216160597012567512e+00
2.456563460318683647e+06 1.212815489532366842e+00
2.456563461013128050e+06 1.209509386864191294e+00
2.456563461707572453e+06 1.206240775197786608e+00
2.456563462402016856e+06 1.203010333559332290e+00
2.456563463096461259e+06 1.199816587519777489e+00
2.456563463790905662e+06 1.196660205169010283e+00
2.456563464485350065e+06 1.193540265979249559e+00
2.456563465179794468e+06 1.190455880298494584e+00
2.456563465874238871e+06 1.187407699797280003e+00
2.456563466568683274e+06 1.184394343875371014e+00
2.456563467263127677e+06 1.181416453257287502e+00
2.456563467957572080e+06 1.178472683138127364e+00
2.456563468652016483e+06 1.175563663304546980e+00
2.456563469346460886e+06 1.172688558923663082e+00
2.456563470040905289e+06 1.169846563530902106e+00
2.456563470735349692e+06 1.167038290534680112e+00
2.456563471429794095e+06 1.164262480619021600e+00
2.456563472124238499e+06 1.161519736299571726e+00
2.456563472818682902e+06 1.158808830952312130e+00
2.456563473513127305e+06 1.156130356226630296e+00
2.456563474207571708e+06 1.153483554726002946e+00
2.456563474902016111e+06 1.150867695231750476e+00
2.456563475596460514e+06 1.148283353152934838e+00
2.456563476290904917e+06 1.145729380125832142e+00
2.456563476985349320e+06 1.143206340776622643e+00
2.456563477679793723e+06 1.140713116739821231e+00
2.456563478374238126e+06 1.138250261897847615e+00
2.456563479068682529e+06 1.135817089178114969e+00
2.456563479763126932e+06 1.133412935768049801e+00
2.456563480457571335e+06 1.131038339514127244e+00
2.456563481152015738e+06 1.128692254028854425e+00
2.456563481846460141e+06 1.126375206524029782e+00
2.456563482540904544e+06 1.124086178266605396e+00
2.456563483235348947e+06 1.121825685881040924e+00
2.456563483929793350e+06 1.119593106476038269e+00
2.456563484624237753e+06 1.117387839738322564e+00
2.456563485318682157e+06 1.115210386504170925e+00
2.456563486013126560e+06 1.113059794546977344e+00
2.456563486707570963e+06 1.110936554240888219e+00
2.456563487402015366e+06 1.108840085239569451e+00
2.456563488096459769e+06 1.106769828700514102e+00
2.456563488790904172e+06 1.104726259403288946e+00
2.456563489485348575e+06 1.102708488153063326e+00
2.456563490179792978e+06 1.100716979399419815e+00
2.456563490874237381e+06 1.098750868260804037e+00
2.456563491568681784e+06 1.096810608910914420e+00
2.456563492263126187e+06 1.094895676508433668e+00
2.456563492957570590e+06 1.093005566369750658e+00
2.456563493652014993e+06 1.091140717357524492e+00
2.456563494346459396e+06 1.089300323290552708e+00
2.456563495040903799e+06 1.087484812892457686e+00
2.456563495735348202e+06 1.085693402676821462e+00
2.456563496429792605e+06 1.083926511283225258e+00
2.456563497124237008e+06 1.082183665209045076e+00
2.456563497818681411e+06 1.080464409927157643e+00
2.456563498513125814e+06 1.078769149054453313e+00
2.456563499207570218e+06 1.077097154022787384e+00
2.456563499902014621e+06 1.075448818501987480e+00
2.456563500596459024e+06 1.073823435205668364e+00
2.456563501290903427e+06 1.072221387910891499e+00
2.456563501985347830e+06 1.070642250836990161e+00
2.456563502679792233e+06 1.069085616141548734e+00
2.456563503374236636e+06 1.067551852863714901e+00
2.456563504068681039e+06 1.066040305334764460e+00
2.456563504763125442e+06 1.064551332834714703e+00
2.456563505457569845e+06 1.063084299744241124e+00
2.456563506152014248e+06 1.061639555636626486e+00
2.456563506846458651e+06 1.060216719315040246e+00
2.456563507540903054e+06 1.058815426612669253e+00
2.456563508235347457e+06 1.057436012639729750e+00
2.456563508929791860e+06 1.056077890518678064e+00
2.456563509624236263e+06 1.054741385780667340e+00
2.456563510318680666e+06 1.053425930525111909e+00
2.456563511013125069e+06 1.052131840753678382e+00
2.456563511707569472e+06 1.050858777134850985e+00
2.456563512402013876e+06 1.049606416574478951e+00
2.456563513096458279e+06 1.048375060871280295e+00
2.456563513790902682e+06 1.047164188367833981e+00
2.456563514485347085e+06 1.045974091453098165e+00
2.456563515179791488e+06 1.044804266516726310e+00
2.456563515874235891e+06 1.043654996583990302e+00
2.456563516568680294e+06 1.042525981840636717e+00
2.456563517263124697e+06 1.041416938021392680e+00
2.456563517957569100e+06 1.040328134190362741e+00
2.456563518652013503e+06 1.039259110819284349e+00
2.456563519346457906e+06 1.038210127718867337e+00
2.456563520040902309e+06 1.037180742606076400e+00
2.456563520735346712e+06 1.036171206080291451e+00
2.456563521429791115e+06 1.035181255826034707e+00
2.456563522124235518e+06 1.034210644483196440e+00
2.456563522818679921e+06 1.033259608910730876e+00
2.456563523513124324e+06 1.032327749050942600e+00
2.456563524207568727e+06 1.031415292651208127e+00
2.456563524902013130e+06 1.030521856213125975e+00
2.456563525596457534e+06 1.029647658410165034e+00
2.456563526290901937e+06 1.028792472702721783e+00
2.456563526985346340e+06 1.027956086999762597e+00
2.456563527679790743e+06 1.027138706432028759e+00
2.456563528374235146e+06 1.026339988146414139e+00
2.456563529068679549e+06 1.025560128288148576e+00
2.456563529763123952e+06 1.024798799983339448e+00
2.456563530457568355e+06 1.024056190424700752e+00
2.456563531152012758e+06 1.023332107393061241e+00
2.456563531846457161e+06 1.022626372691228580e+00
2.456563532540901564e+06 1.021939160142365965e+00
2.456563533235345967e+06 1.021270182191662768e+00
2.456563533929790370e+06 1.020619603786203422e+00
2.456563534624234773e+06 1.019987152867878777e+00
2.456563535318679176e+06 1.019372985535813569e+00
2.456563536013123579e+06 1.018776942680188036e+00
2.456563536707567982e+06 1.018198878861339862e+00
2.456563537402012385e+06 1.017638936956426932e+00
2.456563538096456788e+06 1.017096883135309326e+00
2.456563538790901192e+06 1.016572851491231111e+00
2.456563539485345595e+06 1.016066623299072935e+00
2.456563540179789998e+06 1.015578323891259904e+00
2.456563540874234401e+06 1.015107826281843151e+00
2.456563541568678804e+06 1.014655016873589499e+00
2.456563542263123207e+06 1.014220007898171572e+00
2.456563542957567610e+06 1.013802617987353383e+00
2.456563543652012013e+06 1.013402950663334190e+00
2.456563544346456416e+06 1.013020839356687297e+00
2.456563545040900819e+06 1.012656378898106002e+00
2.456563545735345222e+06 1.012309473650698122e+00
2.456563546429789625e+06 1.011980041151770537e+00
2.456563547124234028e+06 1.011668163225567074e+00
2.456563547818678431e+06 1.011373709996657988e+00
2.456563548513122834e+06 1.011096754636213513e+00
2.456563549207567237e+06 1.010837181842748622e+00
2.456563549902011640e+06 1.010595056147127524e+00
2.456563550596456043e+06 1.010370312685836991e+00
2.456563551290900446e+06 1.010162899619373000e+00
2.456563551985344850e+06 1.009972868539169344e+00
2.456563552679789253e+06 1.009800140374186084e+00
2.456563553374233656e+06 1.009644758100927575e+00
2.456563554068678059e+06 1.009506657075788905e+00
2.456563554763122462e+06 1.009385871667869861e+00
2.456563555457566865e+06 1.009282367402063896e+00
2.456563556152011268e+06 1.009196122739608459e+00
2.456563556846455671e+06 1.009127159149674657e+00
2.456563557540900074e+06 1.009075447948744708e+00
2.456563558235344477e+06 1.009041002010818477e+00
2.456563558929788880e+06 1.009023807009729046e+00
2.456563559624233283e+06 1.009023867226562343e+00
2.456563560318677686e+06 1.009041178374792125e+00
2.456563561013122089e+06 1.009075749078053086e+00
2.456563561707566492e+06 1.009127570729356105e+00
2.456563562402010895e+06 1.009196664881905736e+00
2.456563563096455298e+06 1.009283014334850570e+00
2.456563563790899701e+06 1.009386655004167466e+00
2.456563564485344104e+06 1.009507561092126915e+00
2.456563565179788508e+06 1.009645758483271649e+00
2.456563565874232911e+06 1.009801286007297572e+00
2.456563566568677314e+06 1.009974104962564123e+00
2.456563567263121717e+06 1.010164287252291571e+00
2.456563567957566120e+06 1.010371785563834335e+00
2.456563568652010523e+06 1.010596686244181974e+00
2.456563569346454926e+06 1.010838933361402070e+00
2.456563570040899329e+06 1.011098583135742857e+00
2.456563570735343732e+06 1.011375704829181155e+00
2.456563571429788135e+06 1.011670229562404710e+00
2.456563572124232538e+06 1.011982279967515552e+00
2.456563572818676941e+06 1.012311778518653727e+00
2.456563573513121344e+06 1.012658862449328678e+00
2.456563574207565747e+06 1.013023445573613124e+00
2.456563574902010150e+06 1.013405614796719645e+00
2.456563575596454553e+06 1.013805470224904859e+00
2.456563576290898956e+06 1.014222912653898634e+00
2.456563576985343359e+06 1.014658116094109053e+00
2.456563577679787762e+06 1.015110972640900888e+00
2.456563578374232166e+06 1.015581671142445019e+00
2.456563579068676569e+06 1.016070094975030091e+00
2.456563579763120972e+06 1.016576362267915146e+00
2.456563580457565375e+06 1.017100604575367440e+00
2.456563581152009778e+06 1.017642692157133988e+00
2.456563581846454181e+06 1.018202851330504144e+00
2.456563582540898584e+06 1.018780943582960674e+00
2.456563583235342987e+06 1.019377109785800872e+00
2.456563583929787390e+06 1.019991504436357443e+00
2.456563584624231793e+06 1.020623975818961693e+00
2.456563585318676196e+06 1.021274788342203088e+00
2.456563586013120599e+06 1.021943781455887823e+00
2.456563586707565002e+06 1.022631235004347161e+00
2.456563587402009405e+06 1.023336979575447891e+00
2.456563588096453808e+06 1.024061188655085441e+00
2.456563588790898211e+06 1.024804049696783181e+00
2.456563589485342614e+06 1.025565379941373312e+00
2.456563590179787017e+06 1.026345498383544275e+00
2.456563590874231420e+06 1.027144213327487288e+00
2.456563591568675824e+06 1.027961859672880784e+00
2.456563592263120227e+06 1.028798236754960183e+00
2.456563592957564630e+06 1.029653551778159315e+00
2.456563593652009033e+06 1.030528026330216784e+00
2.456563594346453436e+06 1.031421446229730643e+00
2.456563595040897839e+06 1.032334186818544719e+00
2.456563595735342242e+06 1.033266024859568644e+00
2.456563596429786645e+06 1.034217352165409221e+00
2.456563597124231048e+06 1.035187936406265274e+00
2.456563597818675451e+06 1.036178019845217735e+00
2.456563598513119854e+06 1.037187859623694530e+00
2.456563599207564257e+06 1.038217209700959653e+00
2.456563599902008660e+06 1.039266503874528347e+00
2.456563600596453063e+06 1.040335486912768781e+00
2.456563601290897466e+06 1.041424609754305175e+00
2.456563601985341869e+06 1.042533607935149709e+00
2.456563602679786272e+06 1.043662760374595599e+00
2.456563603374230675e+06 1.044812361451131100e+00
2.456563604068675078e+06 1.045982132772251605e+00
2.456563604763119482e+06 1.047172569077412740e+00
2.456563605457563885e+06 1.048383382632896543e+00
2.456563606152008288e+06 1.049615086103984130e+00
2.456563606846452691e+06 1.050867382370211267e+00
2.456563607540897094e+06 1.052140588888161199e+00
2.456563608235341497e+06 1.053435039248008742e+00
2.456563608929785900e+06 1.054750422161832235e+00
2.456563609624230303e+06 1.056087296211763782e+00
2.456563610318674706e+06 1.057445340604667550e+00
2.456563611013119109e+06 1.058825132759395604e+00
2.456563611707563512e+06 1.060226342328480342e+00
2.456563612402007915e+06 1.061649327501954954e+00
2.456563613096452318e+06 1.063094463380661159e+00
2.456563613790896721e+06 1.064561405191960075e+00
2.456563614485341124e+06 1.066050778720030845e+00
2.456563615179785527e+06 1.067562229511250571e+00
2.456563615874229930e+06 1.069096403237464576e+00
2.456563616568674333e+06 1.070652935712586240e+00
2.456563617263118736e+06 1.072232228409141008e+00
2.456563617957563139e+06 1.073834700601815628e+00
2.456563618652007543e+06 1.075459973405771263e+00
2.456563619346451946e+06 1.077108743678121261e+00
2.456563620040896349e+06 1.078780622668065847e+00
2.456563620735340752e+06 1.080476328329163405e+00
2.456563621429785155e+06 1.082195461990559160e+00
2.456563622124229558e+06 1.083938471356113542e+00
