
292.857916667	-6.42722222222
278.01875	-29.3866666667
244.82375	-2.49166666667
16.2725	54.0113888889
254.87625	-12.8908333333
264.393333333	-16.3883333333
221.223333333	-63.8986111111
310.585	19.1611111111
280.010833333	-33.4488888889
82.99625	30.4458333333
273.530416667	11.6119444444
278.664166667	-26.4341666667
256.822916667	-43.2561111111
98.9004166667	-62.64
123.451666667	-26.5658333333
251.978333333	77.0366666667
52.8	43.9044444444
182.630833333	-61.7527777778
291.643333333	7.60388888889
338.9525	52.7166666667
325.432916667	42.8413888889
82.1416666667	33.3063888889
100.946666667	-2.02083333333
315.758333333	48.7647222222
301.824583333	36.0769444444
281.63125	12.2338888889
285.46	-13.1619444444
285.28875	-22.0016666667
208.921666667	-64.2658333333
355.447083333	57.5166666667
270.59125	-25.3422222222
291.52125	27.3663888889
120.845	-28.4747222222
284.34	13.2413888889
271.876666667	45.8588888889
267.840833333	-37.4152777778
46.9095833333	47.1277777778
218.969166667	-57.6263888889
307.052083333	41.81
161.201666667	-52.4252777778
286.90375	12.5241666667
250.209583333	-52.4308333333
264.689583333	-23.4719444444
273.585416667	41.8563888889
299.639166667	29.8686111111
298.116666667	8.47944444444
333.921666667	55.6172222222
276.467916667	-35.0241666667
201.600833333	-82.3286111111
317.9025	48.1505555556
325.646666667	44.0319444444
264.805	-45.4791666667
282.2275	0.584166666667
79.8520833333	16.7166666667
118.35375	-31.6472222222
290.7725	4.95555555556
342.445833333	53.2888888889
103.726666667	32.1408333333
275.41875	-27.5272222222
274.461666667	-30.4422222222
101.050416667	29.945
122.909583333	-35.1252777778
272.20125	-34.3391666667
258.006666667	-29.6258333333
306.691666667	27.8452777778
124.075	-34.2569444444
295.758333333	32.3205555556
215.847916667	-69.1458333333
71.9758333333	-10.1786111111
307.632083333	52.6308333333
298.6025	20.8811111111
317.884583333	44.8011111111
122.941666667	-35.3516666667
178.010416667	-67.2055555556
258.21375	-30.9438888889
115.473333333	-27.1105555556
283.86125	-7.71833333333
179.56375	-41.7694444444
51.2641666667	19.8313888889
46.49375	5.78722222222
8.22958333333	-74.3388888889
114.487083333	-25.9497222222
99.9108333333	5.89805555556
156.01625	14.0072222222
286.36125	-1.70388888889
244.700833333	-60.4636111111
187.835833333	-64.4402777778
236.412916667	14.3758333333
179.0375	-65.5725
293.1825	17.7486111111
30.4745833333	56.7344444444
167.024166667	-61.9358333333
