 000.00 -45.0 1 4
 030.00 -45.0 1 4
 060.00 -45.0 1 4 
 160.80 -13.6 1 4
#172.00 -09.9 1 4
 183.00 -01.2 1 4
#197.48 +07.0 1 4
 210.00 +13.9 1 4
 300.00 -45.0 1 4
 330.00 -45.0 1 4

